item_id,fold,model,mae,rmse,status
HOBBIES_1_348,1,LSTM,4.542471408843994,7.012798054118738,success
HOBBIES_1_348,1,LightGBM,0.7873833831077968,1.4340281124135377,success
HOBBIES_1_348,1,StackingEnsemble,0.7873833831077968,1.4340281124135377,success
HOBBIES_1_348,2,LSTM,6.312835693359375,7.254761020502302,success
HOBBIES_1_348,2,LightGBM,0.7347501476709559,1.547139918277594,success
HOBBIES_1_348,2,StackingEnsemble,0.7347501476709559,1.547139918277594,success
HOBBIES_1_348,3,LSTM,6.273285865783691,9.283009782925085,success
HOBBIES_1_348,3,LightGBM,0.961502600746417,1.7150650493948927,success
HOBBIES_1_348,3,StackingEnsemble,0.9615026007464216,1.715065049394896,success
HOBBIES_1_348,4,LSTM,6.894937038421631,9.326917304960638,success
HOBBIES_1_348,4,LightGBM,1.1421323700491472,2.315028248285477,success
HOBBIES_1_348,4,StackingEnsemble,1.1421323700491706,2.315028248285497,success
HOBBIES_1_348,5,LSTM,6.803450584411621,11.86259631810212,success
HOBBIES_1_348,5,LightGBM,1.5132478823344415,2.6399245548263024,success
HOBBIES_1_348,5,StackingEnsemble,1.5132478823344415,2.6399245548263024,success
HOBBIES_1_371,1,LSTM,7.585929870605469,9.453238393560605,success
HOBBIES_1_371,1,LightGBM,1.9019803823343922,3.0599731477421783,success
HOBBIES_1_371,1,StackingEnsemble,2.35219421731726,3.1752969631764287,success
HOBBIES_1_371,2,LSTM,7.169769287109375,9.646033749788085,success
HOBBIES_1_371,2,LightGBM,2.7308588206244466,4.00538274133839,success
HOBBIES_1_371,2,StackingEnsemble,2.552995856241831,3.498551734402832,success
HOBBIES_1_371,3,LSTM,6.136781692504883,7.095045063932188,success
HOBBIES_1_371,3,LightGBM,2.104905140870326,3.161895741176049,success
HOBBIES_1_371,3,StackingEnsemble,1.9421145376448175,3.067284075063869,success
HOBBIES_1_371,4,LSTM,7.245787143707275,8.88498566548528,success
HOBBIES_1_371,4,LightGBM,2.108268780306095,3.7474565021597748,success
HOBBIES_1_371,4,StackingEnsemble,2.1377806531846675,3.7230336429259236,success
HOBBIES_1_371,5,LSTM,10.02249813079834,12.745237171455093,success
HOBBIES_1_371,5,LightGBM,2.1034862680844304,3.2800213287091387,success
HOBBIES_1_371,5,StackingEnsemble,2.1034862680844304,3.2800213287091387,success
HOBBIES_1_268,1,LSTM,8.448186874389648,11.76803179234425,success
HOBBIES_1_268,1,LightGBM,2.2318771296502584,3.7542580025263987,success
HOBBIES_1_268,1,StackingEnsemble,2.2318771296502673,3.7542580025263974,success
HOBBIES_1_268,2,LSTM,8.892457962036133,11.841526114595883,success
HOBBIES_1_268,2,LightGBM,1.6697142538280303,2.803218556941406,success
HOBBIES_1_268,2,StackingEnsemble,1.6697142538280303,2.803218556941406,success
HOBBIES_1_268,3,LSTM,8.62612533569336,12.301721492724923,success
HOBBIES_1_268,3,LightGBM,2.092167669797237,3.32968738965095,success
HOBBIES_1_268,3,StackingEnsemble,2.092167669797237,3.32968738965095,success
HOBBIES_1_268,4,LSTM,11.290149688720703,15.369299351266086,success
HOBBIES_1_268,4,LightGBM,2.789888202956788,4.886399162069764,success
HOBBIES_1_268,4,StackingEnsemble,2.789888202956788,4.886399162069764,success
HOBBIES_1_268,5,LSTM,11.179654121398926,16.42477469790539,success
HOBBIES_1_268,5,LightGBM,3.6084359181934285,7.055685176995376,success
HOBBIES_1_268,5,StackingEnsemble,3.6084359181934285,7.055685176995376,success
HOBBIES_1_178,1,LSTM,4.234887599945068,5.339704264763343,success
HOBBIES_1_178,1,LightGBM,1.1863297051423802,2.1078046284729774,success
HOBBIES_1_178,1,StackingEnsemble,1.1863297051423811,2.107804628472977,success
