item_id,fold,model,mae,rmse,status
HOBBIES_1_348,1,SARIMAX,5.258435987872315,6.924382483484764,success
HOBBIES_1_348,1,LSTM,4.726643085479736,6.63699234280095,success
HOBBIES_1_348,1,LightGBM,0.7873833831077968,1.4340281124135377,success
HOBBIES_1_348,1,StackingEnsemble,0.9443612774997342,1.6079021314624566,success
HOBBIES_1_348,2,SARIMAX,7.149397563176046,8.229510896559127,success
HOBBIES_1_348,2,LSTM,6.120466709136963,7.110966296840725,success
HOBBIES_1_348,2,LightGBM,0.7347501476709559,1.547139918277594,success
HOBBIES_1_348,2,StackingEnsemble,0.7965236130445761,1.4725309477163597,success
HOBBIES_1_348,3,SARIMAX,6.087793959907293,9.189870340763406,success
HOBBIES_1_348,3,LSTM,6.286661148071289,9.282881570869526,success
HOBBIES_1_348,3,LightGBM,0.961502600746417,1.7150650493948927,success
HOBBIES_1_348,3,StackingEnsemble,0.9038414929429047,1.6526496591111304,success
HOBBIES_1_348,4,SARIMAX,6.637960577492176,9.113625920612469,success
HOBBIES_1_348,4,LSTM,7.1287150382995605,9.296623470205585,success
HOBBIES_1_348,4,LightGBM,1.1421323700491472,2.315028248285477,success
HOBBIES_1_348,4,StackingEnsemble,1.2362437207426065,2.315186496969545,success
HOBBIES_1_348,5,SARIMAX,6.808710484402309,11.867599809883904,success
HOBBIES_1_348,5,LSTM,6.777669906616211,11.853662856691901,success
HOBBIES_1_348,5,LightGBM,1.5132478823344415,2.6399245548263024,success
HOBBIES_1_348,5,StackingEnsemble,1.4379654323796696,2.500926309852907,success
HOBBIES_1_371,1,SARIMAX,7.377927250564604,9.864429493101694,success
HOBBIES_1_371,1,LSTM,7.586602687835693,9.463177441796274,success
HOBBIES_1_371,1,LightGBM,1.9019803823343922,3.0599731477421783,success
HOBBIES_1_371,1,StackingEnsemble,2.3318334442627062,3.0880978758371085,success
HOBBIES_1_371,2,SARIMAX,7.371972493691646,10.008725427427049,success
HOBBIES_1_371,2,LSTM,7.255320072174072,9.630706680687227,success
HOBBIES_1_371,2,LightGBM,2.7308588206244466,4.00538274133839,success
HOBBIES_1_371,2,StackingEnsemble,1.971527393080875,2.8316628622024314,success
HOBBIES_1_371,3,SARIMAX,7.358286502929638,8.314815374636666,success
HOBBIES_1_371,3,LSTM,6.08913516998291,7.071559260758406,success
HOBBIES_1_371,3,LightGBM,2.104905140870326,3.161895741176049,success
HOBBIES_1_371,3,StackingEnsemble,1.5033215865336342,2.1682258766458964,success
HOBBIES_1_371,4,SARIMAX,7.236151683696343,8.946945294886865,success
HOBBIES_1_371,4,LSTM,8.405719757080078,9.812649671056974,success
HOBBIES_1_371,4,LightGBM,2.108268780306095,3.7474565021597748,success
HOBBIES_1_371,4,StackingEnsemble,1.7734052149540263,3.3996229565945155,success
HOBBIES_1_371,5,SARIMAX,10.004504339336526,12.203501671967887,success
HOBBIES_1_371,5,LSTM,10.081879615783691,12.624615049630908,success
HOBBIES_1_371,5,LightGBM,2.1034862680844304,3.2800213287091387,success
HOBBIES_1_371,5,StackingEnsemble,2.029052053952193,3.100821616551293,success
HOBBIES_1_268,1,SARIMAX,8.756252944807809,11.158348271834077,success
HOBBIES_1_268,1,LSTM,8.46369457244873,11.736493728289538,success
HOBBIES_1_268,1,LightGBM,2.2318771296502584,3.7542580025263987,success
HOBBIES_1_268,1,StackingEnsemble,2.3892905286239343,3.9583950481530743,success
