item_id,fold,model,mae,rmse,status
HOBBIES_1_348,1,LSTM,4.978272914886475,6.600363357251926,success
HOBBIES_1_348,1,LightGBM,0.7873833831077968,1.4340281124135377,success
HOBBIES_1_348,1,StackingEnsemble,0.9443612774997342,1.6079021314624566,success
HOBBIES_1_348,2,LSTM,5.94511079788208,6.9846423479837565,success
HOBBIES_1_348,2,LightGBM,0.7347501476709559,1.547139918277594,success
HOBBIES_1_348,2,StackingEnsemble,0.7965236130445756,1.47253094771636,success
HOBBIES_1_348,3,LSTM,6.526503562927246,9.40624513340821,success
HOBBIES_1_348,3,LightGBM,0.961502600746417,1.7150650493948927,success
HOBBIES_1_348,3,StackingEnsemble,0.9038414929429042,1.65264965911113,success
HOBBIES_1_348,4,LSTM,6.8053297996521,9.331173601495687,success
HOBBIES_1_348,4,LightGBM,1.1421323700491472,2.315028248285477,success
HOBBIES_1_348,4,StackingEnsemble,1.2362437207426065,2.315186496969545,success
HOBBIES_1_348,5,LSTM,6.713475704193115,11.87629515963417,success
HOBBIES_1_348,5,LightGBM,1.5132478823344415,2.6399245548263024,success
HOBBIES_1_348,5,StackingEnsemble,1.4379654323796696,2.500926309852907,success
HOBBIES_1_371,1,LSTM,7.594404697418213,9.451879195414373,success
HOBBIES_1_371,1,LightGBM,1.9019803823343922,3.0599731477421783,success
HOBBIES_1_371,1,StackingEnsemble,2.331970932182695,3.088246938462548,success
HOBBIES_1_371,2,LSTM,7.186451435089111,9.642193386908753,success
HOBBIES_1_371,2,LightGBM,2.7308588206244466,4.00538274133839,success
HOBBIES_1_371,2,StackingEnsemble,1.971527393080875,2.8316628622024314,success
HOBBIES_1_371,3,LSTM,6.132991313934326,7.0928559265003965,success
HOBBIES_1_371,3,LightGBM,2.104905140870326,3.161895741176049,success
HOBBIES_1_371,3,StackingEnsemble,1.5033215865308107,2.1682258766442914,success
HOBBIES_1_371,4,LSTM,7.5898756980896,9.142271235970346,success
HOBBIES_1_371,4,LightGBM,2.108268780306095,3.7474565021597748,success
HOBBIES_1_371,4,StackingEnsemble,1.7734052149540263,3.3996229565945155,success
HOBBIES_1_371,5,LSTM,10.057209968566895,12.673561896427465,success
HOBBIES_1_371,5,LightGBM,2.1034862680844304,3.2800213287091387,success
HOBBIES_1_371,5,StackingEnsemble,2.029052053952193,3.100821616551293,success
HOBBIES_1_268,1,LSTM,8.415694236755371,11.847090197283809,success
HOBBIES_1_268,1,LightGBM,2.2318771296502584,3.7542580025263987,success
