item_id,fold,model,mae,rmse,status
HOBBIES_1_348,1,LSTM,4.5959696769714355,6.714509415305963,success
HOBBIES_1_348,1,LightGBM,0.7873833831077968,1.4340281124135377,success
HOBBIES_1_348,1,StackingEnsemble,0.9477366501559388,1.611407762719254,success
HOBBIES_1_348,2,LSTM,6.001440525054932,7.022631165042388,success
HOBBIES_1_348,2,LightGBM,0.7347501476709559,1.547139918277594,success
HOBBIES_1_348,2,StackingEnsemble,0.7972559552868907,1.4725184921492376,success
HOBBIES_1_348,3,LSTM,6.6248321533203125,9.4599774201912,success
HOBBIES_1_348,3,LightGBM,0.961502600746417,1.7150650493948927,success
HOBBIES_1_348,3,StackingEnsemble,0.9033270171295675,1.6522544175194347,success
HOBBIES_1_348,4,LSTM,7.224678039550781,9.29031330282507,success
HOBBIES_1_348,4,LightGBM,1.1421323700491472,2.315028248285477,success
HOBBIES_1_348,4,StackingEnsemble,1.2367174090451285,2.3154164568378497,success
HOBBIES_1_348,5,LSTM,6.70131778717041,11.903694258998707,success
HOBBIES_1_348,5,LightGBM,1.5132478823344415,2.6399245548263024,success
HOBBIES_1_348,5,StackingEnsemble,1.437498502414573,2.4998534394832745,success
HOBBIES_1_371,1,LSTM,7.661625862121582,9.445706266993708,success
HOBBIES_1_371,1,LightGBM,1.9019803823343922,3.0599731477421783,success
HOBBIES_1_371,1,StackingEnsemble,2.331334081554092,3.087556736709639,success
HOBBIES_1_371,2,LSTM,7.267818927764893,9.633132075371071,success
HOBBIES_1_371,2,LightGBM,2.7308588206244466,4.00538274133839,success
HOBBIES_1_371,2,StackingEnsemble,1.970677777310977,2.8314346760821105,success
HOBBIES_1_371,3,LSTM,6.1928205490112305,7.128172853970643,success
HOBBIES_1_371,3,LightGBM,2.104905140870326,3.161895741176049,success
HOBBIES_1_371,3,StackingEnsemble,1.5029080637780432,2.1679915415675866,success
HOBBIES_1_371,4,LSTM,8.447641372680664,9.857286235011404,success
HOBBIES_1_371,4,LightGBM,2.108268780306095,3.7474565021597748,success
HOBBIES_1_371,4,StackingEnsemble,1.7735822221408135,3.4000268133225062,success
HOBBIES_1_371,5,LSTM,10.05402660369873,13.01017832276846,success
