item_id,fold,model,mae,rmse,status
HOBBIES_1_348,1,SARIMAX,5.258435987872315,6.924382483484764,success
HOBBIES_1_348,1,LSTM,4.57520866394043,6.7502715444693235,success
HOBBIES_1_348,1,LightGBM,0.7873833831077968,1.4340281124135377,success
HOBBIES_1_348,1,StackingEnsemble,0.9443612120524633,1.6079020637516168,success
HOBBIES_1_348,2,SARIMAX,7.149397563176046,8.229510896559127,success
HOBBIES_1_348,2,LSTM,6.028336524963379,7.044851482009004,success
HOBBIES_1_348,2,LightGBM,0.7347501476709559,1.547139918277594,success
HOBBIES_1_348,2,StackingEnsemble,0.7965236130445756,1.47253094771636,success
HOBBIES_1_348,3,SARIMAX,6.087793959907293,9.189870340763406,success
HOBBIES_1_348,3,LSTM,6.604687213897705,9.450112107030753,success
HOBBIES_1_348,3,LightGBM,0.961502600746417,1.7150650493948927,success
HOBBIES_1_348,3,StackingEnsemble,0.9038414929429042,1.65264965911113,success
HOBBIES_1_348,4,SARIMAX,6.637960577492176,9.113625920612469,success
HOBBIES_1_348,4,LSTM,7.140336036682129,9.291184987354319,success
HOBBIES_1_348,4,LightGBM,1.1421323700491472,2.315028248285477,success
HOBBIES_1_348,4,StackingEnsemble,1.2362437207426065,2.315186496969545,success
HOBBIES_1_348,5,SARIMAX,6.808710484402309,11.867599809883904,success
HOBBIES_1_348,5,LSTM,6.882375240325928,11.855195888540353,success
HOBBIES_1_348,5,LightGBM,1.5132478823344415,2.6399245548263024,success
HOBBIES_1_348,5,StackingEnsemble,1.4379654323796696,2.500926309852907,success
HOBBIES_1_371,1,SARIMAX,7.377927250564604,9.864429493101694,success
HOBBIES_1_371,1,LSTM,7.606677055358887,9.449613968972365,success
HOBBIES_1_371,1,LightGBM,1.9019803823343922,3.0599731477421783,success
HOBBIES_1_371,1,StackingEnsemble,2.331844030706637,3.08810935240998,success
HOBBIES_1_371,2,SARIMAX,7.371972493691646,10.008725427427049,success
HOBBIES_1_371,2,LSTM,7.143977642059326,9.648909164205145,success
HOBBIES_1_371,2,LightGBM,2.7308588206244466,4.00538274133839,success
HOBBIES_1_371,2,StackingEnsemble,1.971527393080875,2.8316628622024314,success
HOBBIES_1_371,3,SARIMAX,7.358286502929638,8.314815374636666,success
HOBBIES_1_371,3,LSTM,6.262979507446289,7.175326977234181,success
HOBBIES_1_371,3,LightGBM,2.104905140870326,3.161895741176049,success
HOBBIES_1_371,3,StackingEnsemble,1.5033215865887817,2.1682258766772535,success
HOBBIES_1_371,4,SARIMAX,7.236151683696343,8.946945294886865,success
HOBBIES_1_371,4,LSTM,8.414246559143066,9.821164333207305,success
HOBBIES_1_371,4,LightGBM,2.108268780306095,3.7474565021597748,success
HOBBIES_1_371,4,StackingEnsemble,1.7734052149540263,3.3996229565945155,success
HOBBIES_1_371,5,SARIMAX,10.004504339336526,12.203501671967887,success
HOBBIES_1_371,5,LSTM,10.0285062789917,12.851557750759001,success
HOBBIES_1_371,5,LightGBM,2.1034862680844304,3.2800213287091387,success
HOBBIES_1_371,5,StackingEnsemble,2.029052053952193,3.100821616551293,success
HOBBIES_1_268,1,SARIMAX,8.756252944807809,11.158348271834077,success
HOBBIES_1_268,1,LSTM,8.471485137939453,11.736593186649449,success
HOBBIES_1_268,1,LightGBM,2.2318771296502584,3.7542580025263987,success
HOBBIES_1_268,1,StackingEnsemble,2.3892900609976784,3.9582725753243846,success
HOBBIES_1_268,2,SARIMAX,10.518071471761683,12.24451349066525,success
HOBBIES_1_268,2,LSTM,8.735136032104492,11.839111708233817,success
HOBBIES_1_268,2,LightGBM,1.6697142538280303,2.803218556941406,success
HOBBIES_1_268,2,StackingEnsemble,1.6395498290421173,2.7922746341972213,success
HOBBIES_1_268,3,SARIMAX,10.410727567740619,12.195896529104807,success
HOBBIES_1_268,3,LSTM,8.610597610473633,12.317839573274597,success
HOBBIES_1_268,3,LightGBM,2.092167669797237,3.32968738965095,success
HOBBIES_1_268,3,StackingEnsemble,2.672485286683666,3.49708708615421,success
HOBBIES_1_268,4,SARIMAX,11.116022047765403,15.400793046887232,success
HOBBIES_1_268,4,LSTM,11.244842529296875,15.359829000474846,success
HOBBIES_1_268,4,LightGBM,2.789888202956788,4.886399162069764,success
HOBBIES_1_268,4,StackingEnsemble,3.0484650195224363,4.39053454824756,success
HOBBIES_1_268,5,SARIMAX,11.121710300958743,16.758345834408725,success
HOBBIES_1_268,5,LSTM,11.176054000854492,16.45507615448801,success
