item_id,fold,model,mae,rmse,status
HOBBIES_1_348,1,LSTM,5.4767069816589355,6.69566403048137,success
HOBBIES_1_348,1,LightGBM,0.7873833831077968,1.4340281124135377,success
HOBBIES_1_348,1,StackingEnsemble,0.9443612774997342,1.6079021314624566,success
HOBBIES_1_348,2,LSTM,6.175830364227295,7.1524717526776405,success
HOBBIES_1_348,2,LightGBM,0.7347501476709559,1.547139918277594,success
HOBBIES_1_348,2,StackingEnsemble,0.7965761841316109,1.472529943245261,success
HOBBIES_1_348,3,LSTM,6.090567588806152,9.201086676730899,success
HOBBIES_1_348,3,LightGBM,0.961502600746417,1.7150650493948927,success
HOBBIES_1_348,3,StackingEnsemble,0.9038414929429047,1.6526496591111304,success
HOBBIES_1_348,4,LSTM,6.891775608062744,9.32327527825187,success
HOBBIES_1_348,4,LightGBM,1.1421323700491472,2.315028248285477,success
HOBBIES_1_348,4,StackingEnsemble,1.2362437207426065,2.315186496969545,success
HOBBIES_1_348,5,LSTM,6.776114463806152,11.868925126859306,success
HOBBIES_1_348,5,LightGBM,1.5132478823344415,2.6399245548263024,success
HOBBIES_1_348,5,StackingEnsemble,1.4379654323796696,2.500926309852907,success
HOBBIES_1_371,1,LSTM,7.6442670822143555,9.439369269167672,success
HOBBIES_1_371,1,LightGBM,1.9019803823343922,3.0599731477421783,success
HOBBIES_1_371,1,StackingEnsemble,2.331832336922261,3.088096675400036,success
HOBBIES_1_371,2,LSTM,7.190966606140137,9.643816106029504,success
HOBBIES_1_371,2,LightGBM,2.7308588206244466,4.00538274133839,success
HOBBIES_1_371,2,StackingEnsemble,1.9715273930808743,2.831662862202431,success
HOBBIES_1_371,3,LSTM,6.180299758911133,7.120307046077432,success
HOBBIES_1_371,3,LightGBM,2.104905140870326,3.161895741176049,success
HOBBIES_1_371,3,StackingEnsemble,1.5033215865311689,2.168225876644495,success
HOBBIES_1_371,4,LSTM,8.449492454528809,9.85469188191099,success
HOBBIES_1_371,4,LightGBM,2.108268780306095,3.7474565021597748,success
HOBBIES_1_371,4,StackingEnsemble,1.7734052149540263,3.3996229565945155,success
HOBBIES_1_371,5,LSTM,10.084769248962402,12.620441482487474,success
HOBBIES_1_371,5,LightGBM,2.1034862680844304,3.2800213287091387,success
HOBBIES_1_371,5,StackingEnsemble,2.029052053952193,3.100821616551293,success
