item_id,fold,model,mae,rmse,status
HOBBIES_1_348,1,SARIMAX,5.258435987872315,6.924382483484764,success
HOBBIES_1_348,1,LSTM,4.534581661224365,6.983435787399245,success
HOBBIES_1_348,1,LightGBM,0.7873833831077968,1.4340281124135377,success
HOBBIES_1_348,1,StackingEnsemble,0.9443925582874387,1.6079344952978576,success
HOBBIES_1_348,2,SARIMAX,7.149397563176046,8.229510896559127,success
HOBBIES_1_348,2,LSTM,6.23538064956665,7.199715227217487,success
HOBBIES_1_348,2,LightGBM,0.7347501476709559,1.547139918277594,success
HOBBIES_1_348,2,StackingEnsemble,0.7965622880138415,1.4725302070976323,success
HOBBIES_1_348,3,SARIMAX,6.087793959907293,9.189870340763406,success
HOBBIES_1_348,3,LSTM,6.509881496429443,9.391934168700248,success
HOBBIES_1_348,3,LightGBM,0.961502600746417,1.7150650493948927,success
HOBBIES_1_348,3,StackingEnsemble,0.9038414929429047,1.6526496591111304,success
HOBBIES_1_348,4,SARIMAX,6.637960577492176,9.113625920612469,success
HOBBIES_1_348,4,LSTM,7.106260776519775,9.302549230193613,success
HOBBIES_1_348,4,LightGBM,1.1421323700491472,2.315028248285477,success
HOBBIES_1_348,4,StackingEnsemble,1.2362437207426065,2.315186496969545,success
HOBBIES_1_348,5,SARIMAX,6.808710484402309,11.867599809883904,success
HOBBIES_1_348,5,LSTM,6.818055629730225,11.85767393515034,success
HOBBIES_1_348,5,LightGBM,1.5132478823344415,2.6399245548263024,success
HOBBIES_1_348,5,StackingEnsemble,1.4379654323796696,2.500926309852907,success
HOBBIES_1_371,1,SARIMAX,7.377927250564604,9.864429493101694,success
HOBBIES_1_371,1,LSTM,7.6652326583862305,9.451813409785364,success
HOBBIES_1_371,1,LightGBM,1.9019803823343922,3.0599731477421783,success
HOBBIES_1_371,1,StackingEnsemble,2.331839999650555,3.088104982392918,success
HOBBIES_1_371,2,SARIMAX,7.371972493691646,10.008725427427049,success
HOBBIES_1_371,2,LSTM,7.249874591827393,9.634697326752148,success
HOBBIES_1_371,2,LightGBM,2.7308588206244466,4.00538274133839,success
HOBBIES_1_371,2,StackingEnsemble,1.971527393080875,2.8316628622024314,success
HOBBIES_1_371,3,SARIMAX,7.358286502929638,8.314815374636666,success
HOBBIES_1_371,3,LSTM,6.122744560241699,7.087615330748428,success
HOBBIES_1_371,3,LightGBM,2.104905140870326,3.161895741176049,success
HOBBIES_1_371,3,StackingEnsemble,1.5033215865308127,2.1682258766442923,success
